"","accelY","accelZ","accelMag","gyroX","risk","step"
"2201",11.788435936,1.4843133688,12.1007416301,-0.1556143612,2,0
"2202",10.3714828491,2.1749770641,10.9394759655,-0.0010663297,2,0
"2203",9.5395126343,1.7884808779,9.8133054755,0.0724776611,2,0
"2204",9.3844347,1.5881973505,10.7056452325,0.2621988654,2,0
"2205",9.3229131699,2.3309526443,10.6623027537,0.3368081152,2,0
"2206",9.6041784286,3.2873139381,10.6934455262,0.2824498117,2,0
"2207",9.815987587,2.7355613708,10.5770048509,0.1620091498,2,0
"2208",10.3448381424,1.1838880777,10.5086949995,0.0756750554,2,0
"2209",9.2805509567,-0.1630110145,9.3718785494,0.1385602802,2,0
"2210",9.3389291763,-0.2918930054,9.4414858454,0.1662723273,2,0
"2211",9.2031621933,0.6812333465,9.4511866072,0.3996933401,2,0
"2212",9.3070459366,1.980681181,9.8188277331,0.449788481,2,0
"2213",9.2691745758,2.5505461693,10.074082053,0.4007591307,2,0
"2214",9.4410171509,2.4301962852,10.2833312922,0.1023213118,2,0
"2215",9.8511648178,0.8762777448,10.144161225,0.0991239175,2,0
"2216",9.9532518387,0.2324665785,10.0059186586,0.2334210128,2,0
"2217",9.1661891937,0.4806504846,9.1950204393,0.3432034254,2,0
"2218",8.9250402451,0.7101233006,8.9990365254,0.2600672543,2,0
"2219",9.44835186,1.1828402281,9.784281398,0.1652065367,2,0
"2220",9.9601373672,0.9087602496,10.7242083206,0.1716015786,2,0
"2221",10.0523462296,0.8869056702,11.0569978814,0.2472769022,2,0
"2222",9.6749811172,0.8255332708,10.3717024745,0.3272156715,2,0
"2223",9.7329101563,0.9045689106,10.1786606711,0.3144255877,2,0
"2224",10.0879716873,0.8445437551,10.2939426721,0.2515403628,2,0
"2225",10.0474061966,0.3183878958,10.206840271,0.1961159855,2,0
"2226",9.7532682419,0.2001338154,9.9874364132,0.2739231586,2,0
"2227",9.4239530563,0.3772155643,9.8525901216,0.3218864202,2,0
"2228",8.7244577408,0.9801617265,9.7590184684,0.2494084984,2,0
"2229",8.4825601578,1.2564871311,9.8593591367,0.1012555137,2,0
"2230",9.2943220139,0.5379812717,10.5094638137,-0.0234488677,2,0
"2231",9.2036113739,-0.1423539668,9.9165078372,-0.0735439956,2,0
"2232",8.7159252167,-0.7029382586,9.2513307181,0.0117240343,2,0
"2233",9.0235357285,-0.3543131948,9.7075464369,0.1193748638,2,0
"2234",9.2778568268,0.3773652613,10.6480710141,0.1460211277,2,0
"2235",8.5337543488,0.6483018398,9.8719690234,0.0927286074,2,0
"2236",9.2542057037,0.617765367,10.1265476127,-0.0063953148,2,0
"2237",10.2431993484,0.4831951857,11.0376269358,-0.0511609241,2,0
"2238",9.7423410416,-0.5105882287,10.1368538497,0.0031973913,2,0
"2239",9.0829620361,-1.2037967443,9.3188467224,0.1108482182,2,0
"2240",9.1654405594,-0.5911207795,9.5866840199,0.1108482182,2,0
"2241",9.1551122665,-0.1701960713,9.8213729104,0.0682139397,2,0
"2242",9.1467294693,1.2135264874,10.0524347801,-0.0682147443,2,0
"2243",9.2705221176,2.4191193581,10.9769788344,-0.1950507164,2,0
"2244",9.9297513962,1.9106268883,11.0367912229,-0.2291580886,2,0
"2245",10.9844579697,0.7716453671,11.1219310171,-0.0714121312,2,0
"2246",11.6532669067,0.4261637926,11.6646459374,0.0511603914,2,0
"2247",11.9962034225,0.8015831113,12.0843882835,0.0937944055,2,0
"2248",10.2026338577,1.0835967064,10.2793690546,0.136428684,2,0
"2249",9.3271045685,0.9421408176,9.421387111,0.225959897,2,0
"2250",9.6721363068,0.2299218774,9.8999935574,0.2504745722,2,0
"2251",9.280251503,1.1759545803,10.8082524595,0.1151114106,2,0
"2252",8.1098356247,2.1731808186,10.0939298915,-0.0383710898,2,0
"2253",7.6922039986,1.5778688192,9.5050798186,-0.0916636065,2,0
"2254",8.764424324,0.7914042473,10.0533196883,-0.1886559278,2,0
"2255",9.7457838058,0.3652404845,10.2834611272,-0.1886559278,2,0
"2256",10.2568206787,0.6725513935,10.3938578001,-0.1236388534,2,0
"2257",10.1993408203,0.9449849129,10.3379782625,-0.0767413825,2,0
"2258",10.1234483719,0.7756869793,10.5079413764,-0.0170538183,2,0
"2259",9.5200529099,0.8687933087,10.1207771443,0.0170530193,2,0
"2260",9.3211164474,0.8631051779,10.0264710068,0.0287778527,2,0
"2261",9.2887840271,1.4467414618,9.8128646491,-0.0341073722,2,0
"2262",9.1341552734,1.0782078505,9.4627952862,-0.0468977354,2,0
"2263",9.7010269165,1.1542496681,9.9220137939,-0.0031979238,2,0
"2264",10.0839300156,0.3489243984,10.2098106924,0.0373044945,2,0
"2265",10.3720808029,-0.0001496887,10.4435454809,0.1385602802,2,0
"2266",9.8192806244,0.493673414,9.9238798264,0.2280914932,2,0
"2267",9.3872795105,0.9553134441,9.7140878369,0.1492185146,2,0
"2268",9.4643688202,1.2936099768,10.0144613605,0.0511603914,2,0
"2269",8.6247644424,0.7321275473,9.5574211645,0.0458314046,2,0
"2270",8.4012794495,-0.4393363893,9.8024162428,0.1353628784,2,0
"2271",8.5563573837,-0.4099974036,9.8459710416,0.1406918764,2,0
"2272",8.9028863907,-0.107326813,9.6030161093,-0.0181198809,2,0
"2273",9.826166153,-0.2356100529,10.0984004501,-0.1652070731,2,0
"2274",10.3190917969,0.1998344362,10.7935271752,-0.1801290214,2,0
"2275",9.5062818527,-0.1568737775,10.3503142673,-0.1279022992,2,0
